Composition,Bandgap,theory_data,expt_data,Density_composition_average,n_ws^third_composition_average,ThermalExpansionCoefficient_difference,MiracleRadius_composition_average,IonizationEnergy_composition_average,ShearModulus_composition_average,ShearModulus_max_value,FirstIonizationEnergy_composition_average,NdValence_composition_average,IsNonmetal_composition_average,BCCfermi_composition_average,MendeleevNumber_arithmetic_average,IonicRadii_difference,GSbandgap_difference,BulkModulus_composition_average,Electronegativity_difference,BCCenergy_pa_composition_average,AtomicVolume_composition_average,HeatCapacityMolar_difference,ElectronAffinity_composition_average,ML PBE bandgap,cost,pbe_values
PI3,3.26627,0,1,-0.077525241,-1.023182836,-0.747282898,-2.538020809,0.37017575,-0.830974339,-1.092750916,0.373920779,1.476013931,1.927377323,0.553447503,2.003176014,3.373129383,0.000447866,-0.851966962,-1.154867218,1.046042663,-0.967936556,3.116282598,2.101464025,0,1,2.3551
Li2CrFeO4,2.51932175,0,1,-0.683702116,-0.466851629,0.621846466,-0.3429014,0.147680084,0.127634829,1.182981124,0.154051076,-0.614116145,0.304837903,-0.61133233,-0.84563664,0.443324855,-0.362604448,-0.245244861,1.104370723,-0.021097472,0.637776278,-0.018277617,0.008841027,0,1,1.69634
CrSi2,1.221413,0,1,-0.141657573,1.375566229,-0.817499436,0.082230836,-0.929711068,0.600249994,1.182981124,-0.923226991,-0.514586141,-1.317701517,2.135518134,0.218377725,-0.77328889,-0.362604448,1.054568521,-1.415985171,-1.39167019,-0.971692426,-0.358541538,0.21239218,0,1,0.3978
K3ReC4(N2O)2,3.816914,0,1,-0.593483929,0.699530599,0.629110245,-0.086795582,0.533346763,-0.345869296,2.429686503,0.535388068,-0.961455545,1.00021194,0.290102293,0.01930407,2.18134449,3.788315175,-0.373149429,1.286017995,-0.065683395,0.409629428,1.901764861,-0.460309861,0,1,2.4164
As2O3,5.0663465,0,1,-0.604616193,-0.686293383,0.602290135,-0.845156218,1.137952929,-0.830974339,-1.092750916,1.135378403,0.281653888,0.629345787,-0.126267742,1.728591662,0.368838299,-0.362604448,-0.84726369,-0.257983814,0.391893832,0.960037569,-0.182798029,0.286490657,0,1,3.84885
Li4CO4,5.78483825,0,1,-1.112824404,-0.570448284,0.629110245,-0.265858657,0.013077937,-0.761279937,-1.009637224,0.017957817,-1.083329019,0.485120061,-1.063315693,-0.365114023,1.41165008,2.536655242,-0.851444376,1.104370723,0.772187615,0.459151836,1.873452046,0.102237,0,1,4.0443
BaWO4,6.022002,0,1,-0.18086943,-0.973387759,0.622591469,-0.329728289,0.753582194,0.201373995,2.09327394,0.747526735,-0.855831868,0.845684376,-0.541903773,-0.776990552,0.368838299,-0.362604448,-0.086758843,1.206547314,-0.130131681,1.175670169,-0.135610004,-0.007267337,0,1,4.8845
SrTlO3,0,0,1,-0.433947579,-1.065422798,0.589066331,0.040076879,0.403601758,-0.764515748,-0.972038173,0.407317491,-0.400837566,0.629345787,-0.465888498,-0.227821847,-0.847775446,-0.362604448,-0.850684251,1.138429587,0.882018357,0.961441869,-0.397057169,-0.568717062,0,1,0
K3FeO3,2.957775,0,1,-0.83003037,-0.778132185,0.608995163,0.863721403,-0.398830811,-0.372804761,0.529944974,-0.391497974,-0.790832682,0.073046557,-1.164044825,-0.82275461,0.716442226,-0.362604448,-0.559692195,1.286017995,0.63922867,0.412103686,-0.213151407,-0.16504563,0,1,0
La2MoO6,4.169345,0,1,-0.543338132,-0.927599182,0.622032716,-0.406371847,0.673494829,-0.631847475,-0.696971431,0.676387488,-0.817915676,0.845684376,0.01524001,-0.708344464,0.344009447,-0.362604448,-0.454279176,0.96813527,-0.016009588,1.175079405,-0.108827611,0.292120449,0,1,3.08445
CdWO4,4.202434,0,1,0.060713704,-0.825719599,0.622591469,-0.645882966,1.049189657,0.28911427,2.09327394,1.042697035,-0.28708899,0.845684376,-0.359555572,0.618813239,0.319180595,-0.362604448,0.005596318,0.298310955,-0.022719762,1.17441693,-0.135610004,0.11964705,0,1,3.244
GaP,1.230826663,0,1,-0.161350829,1.17638592,-0.621936134,0.120552616,-0.670163178,-0.830974339,-1.092750916,-0.664262572,0.622899614,0.304837903,1.078338527,1.248069046,-0.549829223,-0.362604448,-0.903702955,-1.257043808,0.027561315,-0.970559538,-0.505717162,-0.666978086,0,1,0.79815
K2AlF5,8.147908,0,1,-1.095048022,-1.18029489,2.487706616,-1.111732094,1.431542676,-0.697497113,-0.578237585,1.433361754,-1.083329019,0.710472758,-2.216919419,-0.273585906,0.741271078,-0.362604448,-0.822037048,1.899077537,1.43441821,1.04374812,0.118950261,1.857129422,0,1,6.3282
Ba3Ta2NiO9,4.711043,0,1,-0.259142911,-0.851132259,0.619238955,-0.088301081,0.517371736,-0.261720417,0.411211128,0.499870089,-0.764833007,0.629345787,-0.690178166,-0.622536854,0.269522891,-0.362604448,-0.303622444,1.206547314,0.042465304,0.961326919,-0.274623375,-0.091323712,0,1,3.3696
MnV,0,0,1,0.663932878,1.475156383,-0.797011852,0.55167263,-1.212515357,1.502543596,0.450789077,-1.204111856,0.281653888,-1.317701517,1.081199945,-0.776990552,-1.344352485,-0.362604448,1.396624673,-1.597632442,-2.736277113,-0.972445669,-0.60468448,-1.03820267,0,1,0
Ti(SiO3)2,5.127402,0,1,-0.963366915,-0.838311458,0.626130233,-0.888587567,0.927235372,-0.648441381,-0.222036048,0.9305601,-1.007496635,0.845684376,-0.056593671,0.618813239,1.163361561,0.135867024,-0.408671689,0.468605273,0.163893277,1.174446024,0.410240664,0.440512656,0,1,3.3238
Y2HgO4,2.494704,0,1,-0.345087654,-0.795793494,0.609926417,-0.125801679,0.668856669,-0.553619065,-0.578237585,0.649756214,-0.498336345,0.536629249,-0.728523526,-0.250703877,-0.723631187,-0.362604448,-0.736339766,0.831899816,0.349362925,0.868716792,-0.423839562,-0.223579662,0,1,1.5137
Sn2PClO4,3.52761829,0,1,-0.670933907,-0.809407419,-0.821783203,-0.871023419,0.893930913,-0.662961048,-0.736549379,0.896813064,-0.230214702,1.116107613,0.295011466,1.762914706,2.404804158,1.245014415,-0.723909689,-0.008218815,0.52999073,1.034912126,0.504234109,0.841533646,0,1,2.5695
CdC,0,0,1,0.287457994,1.227898069,-0.766280476,0.091811281,0.213742031,-0.476279613,-0.716760405,0.217964204,0.622899614,0.304837903,0.750073953,0.904838606,0.294351743,-0.362604448,-0.35641311,-0.712101993,0.585687943,-0.972068954,1.445188835,-0.508823234,0,1,0
Li,0,0,1,-1.100000006,0.146142943,-0.821783203,1.097757983,-2.008419002,-0.674161934,-1.009637224,-1.999393337,-1.083329019,-1.317701517,-2.094315198,-4.072002778,-1.66712756,-0.362604448,-0.809637513,-1.688456078,1.097980226,-0.970969961,-0.78705982,-0.528592591,0,1,0
LiFeO2,2.154991,0,1,-0.657828281,-0.456549199,0.608995163,-0.360864734,0.212404991,-0.026377355,0.529944974,0.220537161,-0.571460429,0.304837903,-0.700544289,-0.868518669,0.443324855,-0.362604448,-0.223866351,1.104370723,0.061922118,0.637769442,-0.210855773,-0.064378812,0,1,1.161366667
Na3P,1.039783,0,1,-0.91761414,0.244016025,-0.717482776,1.342059324,-1.499006635,-0.738567029,-1.027447301,-1.491680546,-1.083329019,-0.506431807,-0.56161629,-1.223190124,0.443324855,-0.362604448,-0.86992491,-0.257983814,0.963937948,-0.968355148,-0.225139716,-0.563005915,0,1,0.4028
NaBeO3,0,0,1,-1.091805713,-0.847011287,0.609926417,-0.488763672,0.652923316,0.179345586,1.519393687,0.656311574,-1.083329019,0.629345787,-0.457297013,-0.571052288,0.691613374,-0.362604448,-0.53154586,1.161135496,0.775376312,0.96017928,0.862608029,-0.713106585,0,1,0
Li2Mn3SnO8,0,0,1,-0.63043507,-0.69129742,0.590556337,-0.464538833,0.468404804,-0.136519402,0.450789077,0.471993002,-0.47396165,0.536629249,-0.301958644,-0.365114023,0.145378631,-0.362604448,-0.460251585,1.104370723,0.016463141,0.867793548,-0.210855773,0.028087385,0,1,0
CaWO4,5.373326,0,1,-0.272990625,-0.939046327,0.622591469,-0.435113181,0.823999652,0.216930782,2.09327394,0.817882068,-0.855831868,0.845684376,-0.440869709,-0.82275461,0.319180595,-0.362604448,-0.06566538,1.081664814,-0.13047093,1.175033802,-0.135610004,-0.261096112,0,1,4.3504
AlRe,0,0,1,2.093691426,1.464853953,-0.790306824,0.724120636,-1.284958633,2.977326931,2.429686503,-1.288614019,-0.230214702,-1.317701517,1.661496079,0.218377725,-1.642298708,-0.362604448,2.816157708,-1.359220398,-2.175868102,-0.971990999,-0.62381476,-0.972304815,0,1,0
V2Cd2O7,3.835251,0,1,-0.493820247,-0.79418792,0.615327689,-0.579690803,0.870173585,-0.382938896,-0.162669126,0.873895066,-0.27674821,0.747348654,-0.401537882,0.504403092,0.468153706,-0.362604448,-0.369628916,0.366428682,0.302898014,1.076813639,-0.214681829,0.043720296,0,1,2.5957
Cs2S,2.956943,0,1,-0.71337299,-1.117621776,-0.765907974,2.774335818,-1.69890632,-0.830974339,-1.092750916,-1.691488783,-1.083329019,-0.23600857,-0.840599328,-0.948605772,1.933055971,-0.362604448,-0.935628196,0.343722773,1.259320433,-0.959564031,0.425799959,0.01811554,0,1,2.0952
BaTiS3,0.097894,0,1,-0.467070995,-0.912946838,-0.707425234,0.603407032,-0.491836031,-0.465825453,-0.222036048,-0.485871889,-0.946830728,0.629345787,0.407305665,-0.937164757,1.138532709,-0.362604448,-0.509654267,0.230193229,0.08861154,-0.96901564,-0.102195781,0.262943156,0,1,0.0437
ScGa3,0,0,1,0.208285466,0.805498448,-0.803716879,0.781603305,-1.659086828,-0.560286259,-0.518870662,-1.649076425,1.561325363,-1.317701517,-0.294047703,-1.223190124,-1.344352485,-0.362604448,-0.754053388,-1.177573127,0.056918966,-0.971071143,-0.722016866,-1.019531611,0,1,0
As3W,0,0,1,1.317546857,1.284561432,-0.80148187,0.178035284,-0.147501957,0.671811211,2.09327394,-0.165820571,1.817259658,-1.317701517,0.934241349,0.492962077,-1.617469856,-0.362604448,0.609895522,-1.484102898,-1.372413677,-0.971192897,-0.739871795,-0.338953208,0,1,0
Lu(AlC)3,0.786302,0,1,-0.2549559,1.282353769,-0.780621784,0.13287033,-0.705412423,-0.270930035,-0.558448611,-0.700178201,-1.034579629,0.073046557,1.293911866,0.22981874,0.368838299,-0.362604448,-0.081546559,-0.235277905,-0.216442607,-0.972084683,1.552318406,-0.249729604,0,1,0.1749
Ba3NaN,0,0,1,-0.602305793,0.146142943,-0.413149028,2.023228948,-1.223892354,-0.696563706,-0.995784942,-1.217443794,-1.083329019,-0.668685749,-1.041410132,-2.012620137,0.046063224,-0.362604448,-0.877706687,0.752429135,0.906840708,-0.322158862,-0.652637716,-1.727347794,0,1,0
Nb3Te4,0,0,1,0.790431661,-0.424906022,-0.800364365,0.789815115,-0.738195958,0.118434101,-0.340769894,-0.756978737,1.451639236,-1.317701517,0.90959014,0.561608165,-0.847775446,-0.362604448,0.883540444,-1.120808354,-1.124187486,-0.970003811,-0.642945041,0.789364511,0,1,0
YCrO3,2.511529,0,1,-0.595704877,-0.661567551,0.621846466,-0.391043135,0.530012844,0.221908953,1.182981124,0.517897929,-0.673834147,0.629345787,-0.289086982,-0.754108522,0.269522891,-0.362604448,-0.31023553,0.831899816,-0.415905054,0.960095043,-0.018277617,0.022899236,0,1,1.8423
Zr(CoGe)6,0,0,1,0.741570654,1.317449958,-0.808186897,0.248783184,-0.87872277,0.556212323,0.391422154,-0.874704618,1.646636794,-1.317701517,0.22313106,0.000998446,-0.89743315,-0.362604448,0.423080238,-0.916455174,-1.070988274,-0.971701372,-0.514389556,-0.063815582,0,1,0
Li3FeOF4,3.162178,0,1,-0.953602099,-0.79481231,2.508752952,-1.211129208,1.058508423,-0.438528478,0.529944974,1.063078294,-0.855831868,0.485120061,-2.000025615,-0.090529671,0.443324855,-0.362604448,-0.612005069,1.717430265,0.924657984,0.817525256,0.034777027,1.291001763,0,1,2.388
NaTeO3,0,0,1,-0.844093699,-1.535213596,0.59595761,-0.3278122,0.623557048,-0.686856272,-0.776127328,0.626989308,-0.400837566,0.629345787,-0.470227318,-0.044765612,-0.599486927,-0.063392594,-0.75388236,1.161135496,0.864831609,0.961075545,-0.3218114,0.546713964,0,1,0
B2W,0,0,1,1.021137512,1.773926846,-0.821410702,-0.29140651,-0.693743708,1.172739728,2.09327394,-0.706236602,-0.628334717,-1.317701517,2.149992504,0.081085549,-0.748460038,0.620151728,4.418120691,-1.325161535,-2.042185095,-0.972944324,0.894236759,-0.847831089,0,1,0
CaCrF6,2.741469,0,1,-0.944186781,-1.193172928,2.521604255,-2.081752127,2.348266148,-0.259729149,1.182981124,2.348533902,-0.87005044,1.116107613,-2.121623387,-0.731226493,0.095720927,-0.362604448,-0.619368778,1.694724356,0.997520379,1.444255817,0.227355184,2.029708582,0,1,1.8204
Cd(AsO3)2,3.330355,0,1,-0.620669802,-0.929888611,0.602290135,-0.808750528,1.214037276,-0.752153289,-0.716760405,1.213571633,0.054156737,0.845684376,-0.364185566,1.373920207,0.368838299,-0.362604448,-0.834341568,0.298310955,0.665919902,1.174587725,-0.182798029,0.223781932,0,1,1.9349
VSb2,0,0,1,0.582527821,0.984073897,-0.816940683,0.982792645,-0.780934944,0.251777983,-0.162669126,-0.783826821,1.532888219,-1.317701517,1.422465151,0.355669901,-1.120892818,-0.362604448,0.393259958,-1.21163199,-0.921466319,-0.970415652,-0.743697851,-0.17420857,0,1,0
Li2CrCuO4,1.073081,0,1,-0.646830138,-0.544119852,0.621846466,-0.339308734,0.13923242,-0.031044391,1.182981124,0.143748247,-0.443493281,0.304837903,-0.732544032,-0.691182942,0.269522891,-0.362604448,-0.309380389,1.104370723,0.295001244,0.637777417,-0.018277617,0.181456798,0,1,0
Ag3(PO4)2,1.20928278,0,1,-0.488867014,-0.703411266,0.595771359,-0.732843927,0.971441853,-0.572492353,-0.499081688,0.974188424,-0.29583888,1.178512975,-0.153596855,1.236628031,1.386821228,0.685281895,-0.574145008,0.025840048,0.555295526,1.009536923,-0.078729303,0.453567064,0,1,0
HgPbF6,2.352055,0,1,-0.37369338,-1.257563114,2.477090322,-2.099715461,2.639923264,-0.804838938,-0.98193266,2.639699744,-0.230214702,1.116107613,-2.080736685,1.465448325,-0.89743315,-0.362604448,-0.845980979,0.559428908,1.521069761,1.44425415,0.05518266,2.399468769,0,1,1.3192
LiMn2(PO4)3,1.792340125,0,1,-0.922476384,-0.825719599,0.590556337,-0.891781049,1.06993404,-0.498681385,0.450789077,1.072516668,-0.89374806,1.38653085,-0.057353661,-0.313629457,1.386821228,0.685281895,-0.727924098,1.104370723,0.202479107,1.174593077,-0.078729303,0.196853303,0,1,0.711833333
HPd3,0,0,1,1.292031864,1.480307598,-0.821783203,-0.209972729,-0.006504977,0.401123131,-0.222036048,-0.004352259,1.476013931,-0.506431807,-0.004070894,1.145099914,0.567469114,4.701427213,1.311110635,-1.688456078,-0.256495457,-0.166158293,-0.42281928,-0.4788031,0,1,0
BaFeO3,0,0,1,-0.608564244,-0.80992254,0.608995163,-0.166860728,0.523595051,-0.182069672,0.529944974,0.530096403,-0.673834147,0.629345787,-0.584567382,-0.685462434,0.492982558,-0.362604448,-0.383435546,1.206547314,0.198083526,0.961191713,-0.241464222,-0.246549771,0,1,0
Tl2SnF6,5.845285,0,1,-0.278893839,-1.076412057,2.489755374,-1.677377521,1.931501222,-0.733070298,-0.736549379,1.932491499,0.054156737,0.845684376,-1.434062031,1.556976442,0.51781141,-0.362604448,-0.724123475,0.990841179,1.305048828,1.176045173,-0.151424369,2.092352222,0,1,4.4844
LaCrGe3,0,0,1,0.399131442,1.019788987,-0.820293197,0.517183029,-1.155435889,0.132301865,1.182981124,-1.148747465,1.373640213,-1.317701517,0.502702786,-0.914282728,-0.102909888,-0.362604448,-0.354702829,-0.655337221,-0.842008171,-0.970627302,-0.291202951,-0.016053718,0,1,0
Sr2Si,0.803384,0,1,-0.537402707,0.310981819,-0.784719301,1.845032675,-1.481057882,-0.679140106,-0.972038173,-1.473973946,-1.083329019,-1.317701517,-0.121025125,-1.18886708,0.815757634,-0.362604448,-0.427674809,-0.609925403,0.614785708,-0.967155565,0.080179559,-2.392281558,0,1,0.3434
MgPd5,0,0,1,1.656256751,1.396171088,-0.797570604,0.896568642,-0.67729406,0.643808996,-0.222036048,-0.674192591,1.76038537,-1.317701517,0.140202131,0.321346857,-1.468496745,-0.362604448,1.695923807,-0.67804313,-0.334156036,-0.971910126,-0.645368209,-1.233455574,0,1,0
Ge5(Te4As)2,0.496201,0,1,0.403342697,-0.536564737,-0.797384353,0.407965959,-0.433758241,-0.512371357,-0.776127328,-0.429939877,2.329128248,-1.317701517,0.871864777,1.648504559,-0.574658075,-0.063392594,-0.354702829,-1.495455852,0.207891069,-0.969754014,-0.467201531,0.81689517,0,1,0.3362
CsYO2,4.194076,0,1,-0.802919163,-0.966519473,0.609926417,0.83190064,-0.137170282,-0.588288474,-0.578237585,-0.152068443,-0.998017587,0.304837903,-1.047766843,-1.760917814,0.120549779,-0.362604448,-0.815623495,1.320076858,0.464738867,0.642844919,-0.062659868,-0.204631413,0,1,2.8461
Mn4NiO8,0,0,1,-0.409211827,-0.575027141,0.606015151,-0.693048233,0.743266102,0.283370226,0.450789077,0.746320421,-0.348338223,0.679270077,-0.041982525,0.435757004,0.145378631,-0.362604448,-0.129472009,0.457252318,-0.424932674,1.008898866,-0.365173369,-0.007717921,0,1,0
C2S3N2,3.838707,0,1,-0.831794303,0.14025584,-0.376643878,-0.778640558,1.003318176,-0.830974339,-1.092750916,1.005934719,-1.083329019,1.927377323,1.354813147,1.511212383,2.18134449,2.368348574,-0.780074088,-1.132161309,0.023572101,-0.051645744,1.841058105,0.335945428,0,1,2.8642
Ni2SbTe2,0,0,1,0.835560304,0.088449336,-0.807255644,0.678134501,-0.602824965,0.692346169,0.411211128,-0.599435874,2.056131666,-1.317701517,1.027087472,1.25951006,-0.971919706,-0.362604448,0.821970337,-1.472749943,-0.112191924,-0.97054478,-0.679930249,0.655518645,0,1,0
RbInO3,0,0,1,-0.751934904,-1.143721265,0.571186258,0.126300882,0.231002006,-0.830974339,-1.092750916,0.235040421,-0.400837566,0.629345787,-0.543583985,-0.342231994,0.344009447,-0.362604448,-0.989216993,1.286017995,0.916333515,0.962646649,-0.236107744,0.057722592,0,1,0
Ba2NaReO6,3.197723,0,1,-0.432593961,-0.989184818,0.619425206,0.025706212,0.395822614,-0.117477895,2.429686503,0.39747641,-0.912706155,0.629345787,-0.717479389,-1.53209752,0.542640262,-0.362604448,-0.321352355,1.206547314,0.373186282,0.961721911,-0.289927599,-0.219165551,0,1,1.9174
ScNi,0,0,1,0.426062792,1.238200498,-0.815450677,0.867827308,-1.211786062,1.129180727,0.411211128,-1.199176425,0.452276751,-1.317701517,0.032709087,-1.669389696,-1.518154449,-0.362604448,1.028914309,-1.064043582,-1.048153602,-0.971588433,-0.716915458,-0.459033744,0,1,0
Cs2NaYF6,8.830037,0,1,-0.991198031,-1.228201189,2.509684206,-0.72156848,1.273018312,-0.721579018,-0.578237585,1.267346676,-1.049204446,0.629345787,-2.3886215,-2.218558401,0.120549779,-0.362604448,-0.911399218,1.9331364,1.336974021,0.964836918,-0.062659868,1.688035526,0,1,6.8641
ZrCo3B2,0,0,1,0.541308287,1.615956257,-0.80632439,0.125342838,-0.86164356,0.774486,0.391422154,-0.866003619,0.2247796,-1.317701517,1.1653011,-0.159175759,-0.152567592,-0.362604448,2.365783773,-0.88239631,-1.457282118,-0.972657206,1.03325013,-0.637934217,0,1,0
SrS,3.1730515,0,1,-0.603673567,-1.007729192,-0.73331409,1.255835321,-0.77085447,-0.717098664,-0.972038173,-0.765202671,-1.083329019,0.304837903,0.015998713,-0.84563664,0.741271078,-0.362604448,-0.931922587,0.162075502,0.839343826,-0.967555783,-0.26544084,-1.166923147,0,1,2.22395
CrHO2,3.7466685,0,1,-0.747287603,-0.209290884,-0.821783203,-1.417108771,1.045624216,0.242443911,1.182981124,1.048279402,-0.65677186,1.116107613,-0.172121721,1.076453826,0.617126818,4.701427213,-0.313656091,0.332369819,-0.140921439,1.443484557,-0.018277617,0.129653761,0,1,2.74455
Mg,0,0,1,-0.760749605,0.537635274,-0.821783203,1.327688657,-0.949969255,-0.196257461,-0.756338354,-0.943699976,-1.083329019,-1.317701517,-0.288848914,0.527285121,-1.66712756,-0.362604448,-0.228142053,-1.688456078,1.289638026,-0.97067912,-0.78705982,-4.772414457,0,1,0
H2,10.654501,0,1,-1.250846611,1.217595639,-0.821783203,-3.270924835,1.842257156,-0.830974339,-1.092750916,1.843464306,-1.083329019,1.927377323,-0.694320598,2.174791234,-1.66712756,-0.362604448,-0.997768397,-1.688456078,0.950762717,2.251835812,-0.78705982,-0.338221009,0,1,9.138
ScTaTc2,0,0,1,1.754934531,1.485458813,-0.814891925,0.889383309,-1.138127294,0.083764691,0.272688308,-1.167747001,0.111031024,-1.317701517,1.071421272,-1.577861579,-1.195379373,-0.362604448,0.101086994,-1.075396536,-3.088648567,-0.971611965,-0.766654187,-0.605839521,0,1,0
Zr3(Cu2Ge)2,0,0,1,0.812736808,1.068782764,-0.801668121,0.580413965,-1.032892766,0.376232273,-0.142880151,-1.058684955,1.419139643,-1.317701517,-0.175473377,0.138290622,-0.89743315,-0.362604448,0.066406301,-0.916455174,-0.822987696,-0.971575689,-0.514389556,0.000217357,0,1,0
SeO2,4.768394,0,1,-0.797611431,-1.873133292,0.547159909,-0.91413542,1.246990594,-0.784926252,-1.019531711,1.249271042,0.054156737,1.927377323,-0.366904355,1.900206882,0.567469114,0.152633206,-0.950450629,-0.67804313,0.694246578,1.174907341,-0.27500598,0.924870026,0,1,3.4667
TlCoO3,0,0,1,-0.080314991,-0.690414355,0.606760154,-0.460022338,0.606345692,-0.250021714,0.391422154,0.612054525,0.076906452,0.629345787,-0.051406778,0.91627962,0.666784522,-0.362604448,-0.234983176,0.377781637,0.304410015,0.959905472,-0.204479013,0.128335804,0,1,0.5231
K2CuSb,1.969135,0,1,-0.029161614,0.202806306,-0.689545161,2.053407349,-1.599163111,-0.171988874,-0.142880151,-1.595612738,0.622899614,-1.317701517,-0.719962191,-0.662580405,0.269522891,-0.362604448,-0.193081297,-0.292042677,0.78972553,-0.966310709,-0.128978173,-0.247355189,0,1,1.5353
MnTe,0.1095059,0,1,0.682263115,-0.214442099,-0.816381931,0.637896633,-0.679644009,0.923831148,0.450789077,-0.674182835,1.476013931,-1.317701517,1.432747976,0.733223385,-0.922262002,-0.362604448,0.58424131,-1.064043582,-1.073563249,-0.970702966,-0.71181405,-0.012026627,0,1,0
NaMnP,0,0,1,-0.28632545,0.929127605,-0.625661149,0.695379302,-0.930845527,0.180839038,0.450789077,-0.924800959,-0.514586141,-0.23600857,0.755765853,-1.005810845,0.443324855,-0.362604448,-0.2150299,-0.257983814,-0.574468012,-0.970089994,-0.225139716,-0.797065334,0,1,0
CrPS4,2.07943,0,1,-0.461120718,-0.712392872,-0.594371021,-0.186021617,0.052097906,-0.115362172,1.182981124,0.056484146,-0.79895758,1.38653085,1.628354266,0.893397591,-0.549829223,0.00947581,-0.422543966,-0.643984266,-0.26427784,-0.970400697,-0.643710252,0.883525223,0,1,0
KSbO2,3.567712,0,1,-0.718177064,-0.889251249,0.610485169,0.415151292,0.179829826,-0.632158611,-0.696971431,0.180142286,-0.230214702,0.304837903,-0.506818699,-0.13629373,0.195036335,-0.362604448,-0.804934241,1.286017995,0.76520074,0.640919973,-0.229730983,0.17563582,0,1,2.1412
TiPd,0,0,1,1.079888274,1.413341804,-0.815823179,0.810344639,-0.980113437,0.811822287,-0.222036048,-0.973539667,0.964145341,-1.317701517,-0.291134414,-0.536729243,-1.592641004,-0.362604448,1.482138712,-0.939161083,-1.358914747,-0.971901753,-0.669727433,-0.818543153,0,1,0
SrMgSi,0.350867,0,1,-0.621251795,0.537635274,-0.780435534,1.346849547,-1.17605062,-0.54348493,-0.756338354,-1.169390584,-1.083329019,-1.317701517,0.249477387,-0.616816346,0.815757634,-0.362604448,-0.171132694,-0.609925403,0.644611109,-0.969009941,0.080179559,-2.694923559,0,1,0.0713
NbAlRu2,0,0,1,1.287865972,1.573029466,-0.790679326,0.695379302,-1.299058331,2.995995075,2.330741632,-1.308861227,0.452276751,-1.317701517,1.329912485,-0.113411701,-1.418839041,-0.362604448,1.935363114,-1.007278809,-2.091637207,-0.972029005,-0.71819081,-0.082683771,0,1,0
Cd(RhO2)2,2.475719,0,1,0.100961562,-0.472002844,0.61570019,-0.491227215,0.716573381,0.870493595,1.875595224,0.719293747,0.184155109,0.536629249,-0.13079706,0.801869473,0.145378631,-0.362604448,0.961724708,0.298310955,0.215533365,0.867686709,-0.226159998,0.278499234,0,1,0.8948
CuPO4F,0.1219965,0,1,-0.817778318,-0.954745267,2.499999166,-1.283666861,1.501711247,-0.574954086,-0.142880151,1.503574395,-0.595835124,1.463794632,-0.519515275,1.471168832,1.386821228,-0.362604448,-0.628836403,0.672958453,0.636225867,1.327991319,0.166903497,0.860073955,0,1,0
MgIn5,0,0,1,0.548687382,0.537635274,-0.808186897,1.207933098,-1.676832999,-0.725188193,-0.756338354,-1.669449867,1.76038537,-1.317701517,1.392142237,0.767546429,-1.468496745,-0.362604448,-0.86949734,-1.154867218,0.772073412,-0.970266032,-0.548441455,-1.611758075,0,1,0
Li2Ti3O7,4.3095415,0,1,-0.907743941,-0.753602591,0.614955187,-0.449483849,0.410935222,-0.394139782,-0.222036048,0.415780553,-0.912706155,0.57526114,-0.99604447,-1.143103021,0.294351743,-0.362604448,-0.496086039,1.104370723,0.119951518,0.906217041,-0.210855773,0.020190102,0,1,2.784566667
Co3(SnS)2,0,0,1,0.571677395,0.402231911,-0.715620268,0.387436434,-0.584307825,0.561135789,0.391422154,-0.573961077,0.915395951,-0.390536134,1.278265055,1.030689767,-0.624315779,-0.362604448,0.642635182,-0.893749265,-0.588773854,-0.971206497,-0.2399338,0.379835491,0,1,0
HfMnSi,0,0,1,0.921496219,1.258805358,-0.786209307,0.561253075,-1.059039333,0.513131992,0.450789077,-1.026103099,-0.28708899,-1.317701517,1.264757348,-0.13629373,-0.251883,-0.362604448,0.883540444,-1.007278809,-2.161183678,-0.971555396,0.020238014,-0.752157166,0,1,0
GaPd2,0,0,1,1.56446456,1.320619936,-0.807069393,0.733701081,-0.98935117,0.264223412,-0.222036048,-0.985156972,2.329128248,-1.317701517,0.033090331,0.527285121,-1.617469856,-0.362604448,1.054568521,-1.245690853,-0.275338079,-0.971872568,-0.78068306,-0.676984798,0,1,0
CoAs2,0.457918,0,1,0.662428858,1.306883363,-0.817313185,0.13013306,-0.238663798,0.102432835,0.391422154,-0.238269716,1.987882521,-1.317701517,0.776293967,0.733223385,-1.493325597,-0.362604448,0.279241241,-1.347867444,-0.683784773,-0.971558516,-0.765378835,-0.310885603,0,1,0.171
VFeO4,2.55852,0,1,-0.593346781,-0.702090442,0.615327689,-0.803960305,0.864110862,-0.028244169,0.529944974,0.870280049,-0.571460429,0.845684376,-0.235678859,0.161172652,0.468153706,-0.362604448,-0.057113976,0.366428682,-0.342781807,1.174075627,-0.214681829,0.153816308,0,1,0
LiCo3NiO8,0.108389,0,1,-0.466588725,-0.608311914,0.606760154,-0.695259105,0.714991907,0.045566798,0.411211128,0.721058629,-0.322088552,0.679270077,-0.461276413,-0.58821381,0.195036335,-0.362604448,-0.036064367,1.104370723,0.10617847,1.008974596,-0.204479013,0.296200734,0,1,0
