Composition,Bandgap,theory_data,expt_data,Density_composition_average,n_ws^third_composition_average,ThermalExpansionCoefficient_difference,MiracleRadius_composition_average,IonizationEnergy_composition_average,ShearModulus_composition_average,ShearModulus_max_value,FirstIonizationEnergy_composition_average,NdValence_composition_average,IsNonmetal_composition_average,BCCfermi_composition_average,MendeleevNumber_arithmetic_average,IonicRadii_difference,GSbandgap_difference,BulkModulus_composition_average,Electronegativity_difference,BCCenergy_pa_composition_average,AtomicVolume_composition_average,HeatCapacityMolar_difference,ElectronAffinity_composition_average,ML PBE bandgap,cost,pbe_values
Na2AsAu,0.853723,0,1,0.650044197,0.522181629,-0.715992769,1.169611318,-1.098380732,-0.517349529,-0.558448611,-1.095024082,0.622899614,-1.317701517,-0.433398806,-0.662580405,-0.574658075,-0.362604448,0.09082531,0.139369593,0.764866862,-0.96961078,-0.329208442,0.078912413,0,1,0.5065
Y2C,0,0,1,-0.1976823,1.004678757,-0.802599374,0.896568642,-0.779314289,-0.183812032,-0.578237585,-0.825668724,-0.855831868,-0.23600857,0.160406407,-1.085897948,0.468153706,-0.362604448,-0.34216077,-0.178513133,-1.072757713,-0.970379618,1.510231789,-0.807316111,0,1,0
Ru3I,0,0,1,1.713691496,0.95488368,-0.671665088,-0.382420735,-0.71829663,4.013408895,2.330741632,-0.715679789,1.561325363,-0.506431807,1.398638541,1.076453826,2.255831046,-0.362604448,1.857117769,-1.166220172,-1.530729789,-0.971091868,3.08618429,0.8849164,0,1,0
CsCdBr3,3.847547,0,1,-0.129117811,-1.135479321,-0.63553244,-0.850904485,-0.002275067,-0.689096449,-0.716760405,0.001987592,1.646636794,0.629345787,-1.223994079,-0.250703877,0.840586486,-0.362604448,-0.829134714,0.775135044,1.614222506,-0.965462461,5.547613704,1.580988121,0,1,2.901
Ta2Se,0,0,1,2.332360522,0.365928111,-0.749704158,0.637896633,-0.545129649,0.932542948,0.272688308,-0.64513528,0.73664819,-0.23600857,0.369991312,0.561608165,-1.319523633,-0.362604448,1.329923724,-0.496395858,-2.71612947,-0.971046787,-0.786677214,0.133119501,0,1,0
LiGaS2,3.864662,0,1,-0.520552989,-0.693505084,-0.728099069,0.264259287,-0.771097568,-0.791771238,-1.009637224,-0.765048146,-0.230214702,0.304837903,0.104409716,-0.410878082,-0.500171519,-0.362604448,-0.884889866,0.128016638,0.636711837,-0.97056654,-0.362367594,0.388266233,0,1,2.9659
BaAsPd,0,0,1,0.747593963,0.819235021,-0.805393136,1.327688657,-0.882225878,-0.222392862,-0.222036048,-0.88150621,1.191642492,-1.317701517,-0.132608306,-0.593934317,0.418496003,-0.362604448,0.208549636,-0.201219042,0.075247598,-0.968846469,-0.349614074,-0.989389444,0,1,0
HgTe,0.528321,0,1,1.537298208,-0.595632001,-0.765535473,0.925309977,0.0243685,-0.532284044,-0.776127328,0.02901774,2.329128248,-1.317701517,0.425324355,1.385361222,-1.5429833,-0.362604448,-0.228142053,-1.574926533,1.298732295,-0.969628579,-0.499723008,-0.012026627,0,1,0.24595
ZrCr5P3,0,0,1,0.243120752,1.563299393,-0.594371021,0.286613658,-0.777207437,1.691299269,1.182981124,-0.781870026,-0.059591839,-0.23600857,1.6624536,-0.113411701,-0.00359448,-0.362604448,0.585191466,-0.712101993,-2.124822996,-0.971461436,-0.530714062,-0.452281247,0,1,0
Sr3Bi,0,0,1,-0.005120802,0.022513785,-0.804834384,2.462971363,-1.678048491,-0.548151965,-0.855283225,-1.671241731,-0.230214702,-1.317701517,-0.61059291,-0.914282728,-1.096063966,-0.362604448,-0.865221638,-0.473689949,0.898205337,-0.965975554,-0.625090112,-2.846732692,0,1,0
PtN,0,0,1,1.723033008,1.660600119,-0.391171438,-0.238714063,0.987280638,0.307782413,0.114376514,0.97625524,0.452276751,0.304837903,1.073037364,0.836192518,1.014388449,-0.362604448,0.969054482,-0.825631538,-0.604526389,0.637682925,-0.370784918,0.047647542,0,1,0
Cs2SnF6,7.297584,0,1,-0.903751279,-1.337406944,2.489755374,-1.089776908,1.700719957,-0.756301765,-0.736549379,1.702078881,-0.7041671,0.845684376,-2.175430553,-0.067647642,0.890244189,-0.362604448,-0.881469305,1.9331364,1.474544687,1.179465575,-0.121326061,2.142760014,0,1,5.337
NbS2,0.157209595,0,1,-0.076796732,-0.746734304,-0.705003974,0.072650392,-0.220577289,-0.358048038,-0.340769894,-0.235044985,-0.628334717,0.845684376,0.985770247,0.492962077,-0.798117742,-0.362604448,0.059185116,-0.575866539,-0.80886175,-0.970524978,-0.544742934,1.020934455,0,1,0
NaHg,0,0,1,0.793936564,0.24916724,-0.780808035,1.500136663,-0.883360337,-0.769369466,-1.027447301,-0.877182635,0.622899614,-1.317701517,-1.128490214,-1.635066652,-1.66712756,-0.362604448,-0.730109457,-0.473689949,1.728939942,-0.96915359,-0.755558625,-1.018433313,0,1,0
GaAs,0.317227165,0,1,0.389120312,0.960034894,-0.81377442,0.307371289,-0.827447741,-0.830974339,-1.092750916,-0.827705409,2.329128248,-1.317701517,0.237830593,1.28239209,-1.567812152,-0.362604448,-0.809637513,-1.268396762,0.155039123,-0.971121915,-0.609785888,-0.628171572,0,1,0.09195
ZrNbO4,1.145978,0,1,-0.541787112,-0.825719599,0.62035646,-0.602770965,0.794989928,-0.38916161,-0.340769894,0.772270695,-0.742083292,0.845684376,-0.530149147,-0.067647642,0.219865187,-0.362604448,-0.513188847,0.707017317,-0.464053268,1.174527535,-0.177696621,0.329543922,0,1,0
CaF2,8.568649753,0,1,-1.104851221,-1.24811922,2.489196622,-1.345255435,1.867863504,-0.738878165,-0.946312507,1.868973553,-1.083329019,0.845684376,-2.244040217,-0.708344464,-0.847775446,-0.362604448,-0.900852487,1.694724356,1.463551033,1.176903267,-0.101558105,1.036359434,0,1,6.684525
ZrAlO3,0,0,1,-0.731123034,-0.719261158,0.62035646,-0.448525804,0.499674184,-0.390406153,-0.439714765,0.483795505,-0.946830728,0.629345787,-0.215825764,0.527285121,0.468153706,-0.362604448,-0.737805721,0.707017317,-0.009820898,0.959913223,-0.12668254,0.113691837,0,1,0
MoPO5,2.878237,0,1,-0.762999793,-0.866438726,0.622032716,-0.967512184,1.204714652,-0.724299234,-0.696971431,1.206652501,-0.839582071,1.463794632,0.076548851,0.893397591,1.386821228,0.685281895,-0.408943162,-0.235277905,-0.051256346,1.3278492,-0.078729303,0.422428518,0,1,2.5038
TaO2F,3.527391,0,1,-0.076710674,-1.033485266,2.518996744,-1.309328767,1.625656622,-0.186923389,0.272688308,1.587643454,-0.827394724,1.116107613,-1.031465352,1.076453826,0.219865187,-0.362604448,-0.142628015,1.127076632,-0.282368404,1.443030092,-0.028990574,1.049294939,0,1,2.1336
Ga2Cu,0,0,1,0.697585314,0.935995892,-0.815823179,0.503770407,-1.452534355,-0.233593748,-0.142880151,-1.445316293,2.329128248,-1.317701517,-0.285872438,0.595931209,-1.394010189,-0.362604448,-0.199637373,-1.586279488,0.371166612,-0.97175451,-0.584278847,-0.543724691,0,1,0
CdPbF6,3.417586,0,1,-0.545856613,-1.257563114,2.477090322,-2.081752127,2.555264301,-0.716165257,-0.716760405,2.555198049,-0.230214702,1.116107613,-2.041546826,1.442566295,-0.723631187,-0.362604448,-0.809637513,0.911370497,1.481544931,1.444188475,0.05518266,2.399468769,0,1,2.34
Ca3Hg2,0,0,1,0.538046444,0.273893072,-0.772054249,1.942753212,-0.857689162,-0.665201225,-0.946312507,-0.851612046,0.281653888,-1.317701517,-0.776301368,-1.463451432,-1.617469856,-0.362604448,-0.652291682,-0.55316063,1.449441623,-0.968532828,-0.525102513,-2.77497725,0,1,0
Li3Zn2SbO6,3.953646,0,1,-0.719986587,-0.698656299,0.610485169,-0.217158063,0.361748344,-0.46196737,-0.241825023,0.364510174,-0.230214702,0.304837903,-0.822771231,0.012439461,-0.028423332,-0.362604448,-0.691343093,1.104370723,0.908572581,0.638134396,-0.210855773,-0.028989223,0,1,2.4666
Mg(ReO4)2,5.560501,0,1,-0.128255597,-0.960899965,0.619425206,-0.799170083,1.107172271,0.43506521,2.429686503,1.105950779,-0.773105631,1.042355821,-0.23708542,0.641695268,0.492982558,-0.362604448,0.222750149,0.729723226,-0.133736693,1.369441224,-0.21200359,-0.170481015,0,1,3.9436
CaSe,3.535243405,0,1,-0.352831313,-0.935612183,-0.77950428,1.31331799,-0.815535927,-0.623757947,-0.946312507,-0.809525557,0.622899614,0.304837903,-0.210657588,-0.84563664,-0.425684963,-0.362604448,-0.78141788,0.071251866,0.79923502,-0.968625374,-0.714874895,-1.119037372,0,1,2.64675
Mg2GeO4,4.665241,0,1,-0.896163089,-0.781075737,0.62035646,-0.437850451,0.667814819,-0.64962666,-0.756338354,0.671148879,-0.595835124,0.536629249,-0.54001279,1.213746002,0.492982558,-0.115625698,-0.777875156,0.729723226,0.780037562,0.868183701,-0.001953111,-0.934858097,0,1,3.0801
CsCu2I3,3.444889,0,1,0.372482097,-0.674617296,-0.666263816,-0.799170083,-0.572761816,-0.233593748,-0.142880151,-0.567296495,1.76038537,0.304837903,-0.429489423,-0.365114023,1.982713675,-0.362604448,-0.129230815,0.434546409,1.088386508,-0.96693122,3.037720913,1.446366125,0,1,1.8996
ScCuO3,0,0,1,-0.579179463,-0.74398699,0.612347677,-0.51175674,0.634642328,-0.25599552,-0.142880151,0.640025027,-0.33258842,0.629345787,-0.511641629,-0.433760111,-0.00359448,-0.362604448,-0.323917776,0.672958453,0.241008398,0.95980851,-0.157290988,0.23494389,0,1,0
Co9S8,0,0,1,0.337969825,0.035846342,-0.715620268,0.024184612,-0.298540325,0.651495879,0.391422154,-0.287501544,0.181287498,0.209394408,1.029841198,0.870515562,-0.77328889,-0.362604448,0.694001093,-0.893749265,-0.668394845,-0.971479202,-0.517960542,0.519536483,0,1,0
KCrF6,2.478011,0,1,-0.968650598,-1.260138721,2.521604255,-1.97756479,2.244341649,-0.288198067,1.182981124,2.244785858,-0.87005044,1.116107613,-2.294106127,-0.82275461,0.542640262,-0.362604448,-0.649084906,1.899077537,1.054082871,1.444968751,0.227355184,2.40378874,0,1,1.4953
Te2Mo,0,0,1,0.888595792,-0.657446579,-0.795708096,0.743281526,-0.609307585,-0.183812032,-0.696971431,-0.60453738,1.76038537,-1.317701517,1.628228773,0.664577297,-0.723631187,-0.063392594,1.054568521,-1.620338351,-0.884291692,-0.969884973,-0.574076031,0.920672088,0,1,0
CrP2O7,0.9781,0,1,-0.946420729,-0.836708857,0.621846466,-1.023352491,1.236213238,-0.401607039,1.182981124,1.238560751,-0.912706155,1.602869439,0.12110811,0.870515562,1.386821228,0.685281895,-0.686497298,0.332369819,0.148373852,1.281925004,-0.018277617,0.345798726,0,1,0.8532
CrOF,2.668818,0,1,-0.579409502,-0.684919726,2.521604255,-1.412318548,1.375022334,0.600249994,1.182981124,1.377084968,-0.514586141,0.845684376,-0.724826639,1.099335855,0.269522891,-0.362604448,-0.085618656,0.945429361,-0.208538712,1.17457781,0.227355184,1.197931212,0,1,1.6662
Lu2GeO5,4.637205,0,1,-0.369182414,-0.881524427,0.62035646,-0.454274071,0.556024356,-0.578954402,-0.558448611,0.558909299,-0.571460429,0.710472758,-0.698761348,0.595931209,0.492982558,-0.115625698,-0.792534705,0.775135044,0.388336424,1.040853156,-0.001953111,0.289822159,0,1,3.72325
Rb2HfF6,9.052135,0,1,-0.737494455,-1.26643465,2.519741747,-1.207935727,1.694237338,-0.706520049,-0.499081688,1.704555233,-1.007496635,0.845684376,-2.440103723,-0.891400698,0.269522891,-0.362604448,-0.779232521,1.899077537,1.105461083,1.178419445,-0.076178599,1.950435904,0,1,7.1228
RbLiS,3.703698,0,1,-0.872329052,-0.787944023,-0.73797036,1.509717108,-1.420801931,-0.778703537,-1.009637224,-1.413494314,-1.083329019,-0.23600857,-0.940017753,-2.012620137,1.610280896,-0.362604448,-0.876908556,0.30966391,1.055556517,-0.966538096,0.279134476,0.094801118,0,1,2.7587
Li3TiCr3O8,3.010896,0,1,-0.733048724,-0.547553995,0.621846466,-0.396791402,0.224065603,0.168642517,1.182981124,0.228618835,-0.696583862,0.413007198,-0.573278084,-1.051574904,0.294351743,-0.362604448,-0.287431786,1.104370723,-0.117312688,0.745097364,-0.018277617,0.079815458,0,1,1.9098
Nb,0,0,1,1.16589939,1.506063672,-0.821783203,0.839085974,-1.308296064,0.587804565,-0.340769894,-1.359224396,0.281653888,-1.317701517,0.092602991,-0.914282728,-1.66712756,-0.362604448,1.909708903,-1.688456078,-3.383636909,-0.971583783,-0.78705982,0.001519043,0,1,0
TlBiF4,3.036412,0,1,-0.233929922,-1.09014863,2.50577294,-1.670990557,1.959430509,-0.738878165,-0.855283225,1.960078768,0.054156737,0.845684376,-1.442394279,1.694268618,-0.276711852,-0.362604448,-0.786833769,0.990841179,1.255318286,1.176275047,-0.049396207,2.139538341,0,1,3.8236
Zr2InNi2,0,0,1,0.900703149,1.213474667,-0.772613002,0.885072109,-1.277471207,0.796887773,0.411211128,-1.308698507,0.964145341,-1.317701517,0.329964624,-0.021883583,-1.294694781,-0.362604448,0.233633754,-1.029984718,-1.204878905,-0.971428281,-0.61106124,-0.376295326,0,1,0
BeAlH5,4.362671,0,1,-1.067632049,1.235256947,-0.778759277,-2.232130894,1.045589488,0.011758995,1.519393687,1.048201822,-1.083329019,1.00021194,-0.064710676,1.167981943,1.039217301,-0.362604448,-0.4944572,-0.973219946,0.714689917,1.330578738,0.793483949,-1.050754642,0,1,3.4607
SnO2,1.687905,0,1,-0.563454393,-1.021465765,0.589997585,-0.559658963,0.870512449,-0.606956617,-0.736549379,0.873343232,0.054156737,0.845684376,0.169349983,1.591299486,0.046063224,-0.362604448,-0.667114116,-0.008218815,0.513738192,1.17489336,-0.482505755,0.563847407,0,1,0.865216667
LiFeAs2O7,3.579614,0,1,-0.741393822,-0.818539118,0.608995163,-0.775654446,0.931124944,-0.538393618,0.529944974,0.933121046,-0.27674821,0.747348654,-0.450814682,-0.244983369,0.443324855,-0.362604448,-0.647938241,1.104370723,0.341435154,1.076906899,-0.182798029,0.227169274,0,1,2.648
SrZn,0,0,1,0.126715908,0.352191538,-0.807441894,1.787550006,-0.997373412,0.085631506,-0.241825023,-0.991326651,0.622899614,-1.317701517,-0.884691417,-1.497774476,-0.376027259,-0.362604448,-0.399170129,-0.893749265,1.342013041,-0.968592202,-0.608510536,-2.634395159,0,1,0
LuNiGe,0,0,1,1.011925392,1.121439628,-0.807441894,0.704959747,-1.258379892,0.450904847,0.411211128,-1.251753124,1.077893917,-1.317701517,-0.260213544,0.000998446,-0.549829223,-0.362604448,0.302044984,-0.848337447,-0.446370978,-0.971056952,-0.323086752,-0.032650215,0,1,0
LiMg2Mn3O8,0,0,1,-0.718440354,-0.673636112,0.590556337,-0.437850451,0.554114299,-0.105050245,0.450789077,0.557511184,-0.717708597,0.536629249,-0.338878516,-0.571052288,0.145378631,-0.362604448,-0.434597374,1.104370723,0.122799591,0.867767971,-0.210855773,-0.642187941,0,1,0
RbGeIO6,3.946098,0,1,-0.881021847,-1.422115811,0.62035646,-0.901361494,0.896280863,-0.830974339,-1.092750916,0.899152425,-0.325005182,1.206248692,-0.77605291,0.424315989,2.479290713,0.32222958,-0.978385215,1.286017995,0.840007474,1.176377216,3.19305879,0.725240203,0,1,2.4469
SrIn2,0,0,1,0.370649073,0.310981819,-0.80390313,1.730067338,-1.836467512,-0.755057222,-0.972038173,-1.828883251,1.191642492,-1.317701517,0.685441494,-1.291836212,-0.525000371,-0.362604448,-0.997768397,-0.746160856,0.845760933,-0.968494274,-0.78068306,-1.94124735,0,1,0
KHg,0,0,1,0.778144359,0.074025934,-0.760320451,2.218670021,-1.070545983,-0.806705753,-1.06702525,-1.064113885,0.622899614,-1.317701517,-1.44879573,-1.600743608,-0.450513815,-0.362604448,-0.757473949,-0.34880745,1.771962157,-0.965998674,-0.580835397,-1.050210723,0,1,0
NbIr3,0,0,1,4.124822776,1.799682921,-0.820106946,0.688193969,-0.520657759,5.404185584,3.062933679,-0.583730762,1.049456773,-1.317701517,1.755089242,-0.468083155,-1.642298708,-0.362604448,3.833774763,-1.007278809,-2.621271379,-0.972084657,-0.723292218,0.594599739,0,1,0
RbP(HO2)2,6.82746495,0,1,-1.132398849,-0.520939385,-0.821783203,-1.108139427,1.111929262,-0.830974339,-1.092750916,1.114467441,-1.083329019,1.521742468,-0.511024208,0.424315989,1.908227119,4.701427213,-0.968907409,1.286017995,0.769031777,1.445578674,0.135784908,0.112428794,0,1,5.237
Rb(CO)2,4.267282,0,1,-0.909373542,-0.167050922,0.629110245,-0.247336464,0.523303333,-0.830974339,-1.092750916,0.526876105,-1.083329019,1.278361555,0.006616818,-0.296467935,1.933055971,2.536655242,-0.763459932,1.286017995,0.411962317,0.317942633,2.087966257,0.275917712,0,1,2.7065
Hg,0,0,1,2.56576555,0.681869291,-0.821783203,1.097757983,0.359357878,-0.830974339,-1.092750916,0.363329971,2.329128248,-1.317701517,-0.671681793,0.733223385,-1.66712756,-0.362604448,-0.570198206,-1.688456078,2.027065009,-0.970438327,-0.78705982,-1.404301865,0,1,0
SrHfRe2,0,0,1,2.836771066,1.212444424,-0.790865576,1.356429992,-1.240836302,2.828915191,2.429686503,-1.224417829,-0.059591839,-1.317701517,0.598951118,-1.692271726,0.145378631,-0.362604448,2.636578228,-0.609925403,-2.741288625,-0.970067221,-0.619988704,-1.916840737,0,1,0
Y2Au,0,0,1,1.40409848,0.867313027,-0.816381931,1.528877998,-1.097448855,0.152214551,-0.558448611,-1.143267295,0.281653888,-1.317701517,-0.256168147,-1.463451432,-1.245037077,-0.362604448,0.723914239,-0.189866087,-0.766402579,-0.969910435,-0.645240674,-0.317036069,0,1,0
Mn3ZnN,0,0,1,0.415840215,1.341224796,-0.415197786,0.224021419,-0.198892926,1.237455959,0.450789077,-0.194564868,0.622899614,-0.668685749,0.879094868,0.504403092,0.915073041,-0.362604448,0.473073061,0.003134139,-1.352901976,-0.328484455,-0.310843372,-1.42480342,0,1,0
Li3Mg,0,0,1,-1.015187406,0.244016025,-0.782298041,1.155240651,-1.743806565,-0.554685816,-0.756338354,-1.735469997,-1.083329019,-1.317701517,-1.642948627,-1.772358828,-1.567812152,-0.362604448,-0.664263648,-1.31380858,1.145894676,-0.970897251,-0.785912003,-1.589548057,0,1,0
LiTiS2,0,0,1,-0.619042767,-0.585329571,-0.707425234,0.321741956,-0.674830664,-0.381072081,-0.222036048,-0.668023029,-0.912706155,0.304837903,-0.009472154,-1.120220992,-0.500171519,-0.362604448,-0.414562656,0.128016638,-0.00097069,-0.970652073,-0.486076741,0.355317305,0,1,0
TiGePd,0,0,1,0.803336686,1.258805358,-0.810421907,0.542092186,-0.930521396,0.264223412,-0.222036048,-0.924072975,1.419139643,-1.317701517,-0.24458975,0.069644534,-1.394010189,-0.115625698,0.655503009,-0.939161083,-0.978033577,-0.971526635,-0.43531773,-0.428037345,0,1,0
K2HfF6,8.794089,0,1,-0.779857671,-1.243540362,2.519741747,-1.297353211,1.711308236,-0.695734011,-0.499081688,1.721572252,-1.007496635,0.845684376,-2.45517433,-0.914282728,0.021234372,-0.362604448,-0.776952147,1.899077537,1.089171263,1.177772719,-0.076178599,1.9552196,0,1,6.4674
TiO,0.146871,0,1,-0.615175227,-0.307163967,0.614955187,-0.310567399,0.257013518,-0.009576026,-0.222036048,0.262928603,-0.742083292,0.304837903,-0.785501994,0.321346857,0.294351743,-0.362604448,-0.057113976,0.468605273,-0.642300058,0.637853979,-0.236362814,-0.224730259,0,1,0
CsHSO4,7.068699,0,1,-1.095979202,-1.269705263,0.500597219,-0.71294608,0.980216898,-0.830974339,-1.092750916,0.982905027,-1.083329019,1.463794632,-0.612847704,0.527285121,1.933055971,4.701427213,-0.975046095,1.320076858,0.882323486,1.330987504,0.425799959,0.443160192,0,1,5.5644
KAg2,0,0,1,0.801738665,0.441479263,-0.704258971,1.691745559,-1.488512894,-0.068069542,-0.499081688,-1.481506128,1.191642492,-1.317701517,-0.94504501,-1.806681872,-0.77328889,-0.362604448,0.160091681,-0.428278131,0.927333383,-0.968349237,-0.245035208,0.058923397,0,1,0
Ba2LiReO6,3.124431,0,1,-0.444804719,-0.956217043,0.619425206,-0.054769524,0.407588569,-0.114117629,2.429686503,0.409306601,-0.912706155,0.629345787,-0.768381045,-1.549259042,0.542640262,-0.362604448,-0.313314035,1.206547314,0.339902818,0.961411801,-0.210855773,-0.208768334,0,1,1.8665
CaP3,0.2674,0,1,-0.756026044,1.14547863,-0.626778654,0.372039291,-0.130606629,-0.761902208,-0.946312507,-0.12562069,-1.083329019,1.116107613,1.670561118,-1.051574904,0.393667151,-0.362604448,-0.783983301,-0.337454495,-0.061429781,-0.969176145,-0.518598218,-1.187937241,0,1,0.0631
SrAlO3,0,0,1,-0.950014273,-0.954156557,0.589066331,-0.138119393,0.39222476,-0.591275377,-0.578237585,0.39585212,-1.083329019,0.629345787,-0.451375735,-0.296467935,0.468153706,-0.362604448,-0.737805721,1.138429587,0.72979963,0.961024335,-0.12668254,-0.524785159,0,1,0
Ti3Hg,0,0,1,0.656530281,1.114571341,-0.746537895,0.882197975,-0.91326142,0.401123131,-0.222036048,-0.904258672,0.281653888,-1.317701517,-0.774131324,-0.227821847,-0.649144631,-0.362604448,0.520105782,-1.166220172,-1.037419732,-0.971344966,-0.414274422,-1.184642348,0,1,0
Hf2ReNi,0,0,1,2.735813756,1.475156383,-0.807814396,0.889383309,-1.15672431,2.099924188,2.429686503,-1.114787111,0.366965319,-1.317701517,0.525407997,-0.47952417,-0.922262002,-0.362604448,2.294522075,-0.995925855,-2.936570626,-0.971662613,-0.71181405,-0.946677871,0,1,0
Li(NiS)2,0,0,1,0.005228732,-0.026937878,-0.716365271,0.235517953,-0.654303449,0.335411266,0.411211128,-0.647746064,0.008657306,-0.019669981,0.22741768,-0.708344464,-0.500171519,-0.362604448,0.323936578,0.128016638,0.071591701,-0.971315198,-0.357266186,0.59500977,0,1,0
YS,0,0,1,-0.343948198,-0.62653929,-0.712454005,0.781603305,-0.609194139,-0.345602609,-0.578237585,-0.642882183,-0.912706155,0.304837903,0.371904035,-0.708344464,0.145378631,-0.362604448,-0.581315031,-0.144454269,-0.430432749,-0.969488956,-0.298599993,0.063170148,0,1,0
Li4Ti11O24,4.164111,0,1,-0.87666543,-0.782660726,0.614955187,-0.539761117,0.556155255,-0.351538121,-0.222036048,0.56080119,-0.890831429,0.679270077,-0.912146187,-1.143103021,0.294351743,-0.362604448,-0.447847351,1.104370723,0.00839509,1.009346781,-0.210855773,0.039668457,0,1,2.5243
RbNaO3,0,0,1,-1.109628344,-1.287955281,0.498734711,0.270007554,0.170227446,-0.80633239,-1.027447301,0.174421342,-1.083329019,0.629345787,-1.206311806,-2.012620137,-0.202225296,-0.362604448,-0.967667455,1.286017995,1.068784392,0.963109561,-0.426135196,0.127134999,0,1,0
MnCdF5,1.991907,0,1,-0.601116197,-1.034221154,2.490314126,-2.084318318,2.402147137,-0.313600077,0.450789077,2.40221148,-0.352088176,1.00021194,-1.961454247,0.778987444,-0.028423332,-0.362604448,-0.601960563,1.07031186,1.044153517,1.328768559,-0.113163808,2.026570589,0,1,0.7801
Ag2O,0.589706667,0,1,0.721407949,-0.004959361,0.595771359,0.101391726,-0.03786465,-0.0842486,-0.499081688,-0.033438406,1.191642492,-0.23600857,-0.457316061,1.076453826,-1.046406262,-0.362604448,0.142418779,0.025840048,0.679818458,0.101288816,-0.273348023,0.511617255,0,1,0.0299
