Density_composition_average,n_ws^third_composition_average,ThermalExpansionCoefficient_difference,MiracleRadius_composition_average,IonizationEnergy_composition_average,ShearModulus_composition_average,ShearModulus_max_value,FirstIonizationEnergy_composition_average,NdValence_composition_average,IsNonmetal_composition_average,BCCfermi_composition_average,MendeleevNumber_arithmetic_average,IonicRadii_difference,GSbandgap_difference,BulkModulus_composition_average,Electronegativity_difference,BCCenergy_pa_composition_average,AtomicVolume_composition_average,HeatCapacityMolar_difference,ElectronAffinity_composition_average,HF,LF
-0.50846368,-0.853192745,0.621846466,-0.669834078,0.954219277,0.002869403,1.182981124,0.957043427,-0.230214702,0.845684376,-0.312962475,0.57304918,0.269522891,-0.362604448,-0.421973873,0.332369819,0.29084116,1.17430816,-0.018277617,0.129409695,3.458375,2.34
-0.588006177,-1.040696967,0.610485169,0.025706212,0.532541066,-0.67490866,-0.696971431,0.534268107,-0.400837566,0.629345787,-0.399806296,0.441477511,-0.028423332,-0.362604448,-0.84008051,1.206547314,0.676632737,0.961921663,-0.258043798,-0.007853096,1.928913,1.8876
0.65259633,-0.488486731,-0.661980048,1.155240651,-0.518071194,-0.487480499,-0.558448611,-0.51270668,0.281653888,-0.019669981,0.227611213,-0.210660325,1.933055971,-0.362604448,-0.04343173,0.343722773,0.939442136,-0.967413953,0.425799959,0.555266041,3.121824,2.1361
0.262171665,1.602219683,-0.600517296,-0.05189539,-0.090535936,1.035840009,1.875595224,-0.086231285,-0.173340414,0.845684376,2.088532958,0.733223385,-0.425684963,0.685281895,1.294007828,-1.586279488,-0.841027043,-0.970650995,-0.639629125,-0.118561493,0.816454,0.5422
-0.705100883,0.764288729,-0.780435534,0.848666418,-0.871043359,-0.407829754,-0.756338354,-0.864807222,-1.083329019,-1.317701517,0.619979899,0.870515562,-0.525000371,-0.362604448,0.085409421,-1.018631764,0.674436511,-0.970864317,-0.164815565,-2.99756556,0.62786968,0.2935
-0.758216021,-0.59792143,0.600241377,0.743281526,-0.835183667,-0.563397616,-0.142880151,-0.829145794,-0.7041671,-0.23600857,-0.907966097,-0.004722061,1.088875005,1.057362153,-0.657232494,1.161135496,1.034566464,-0.254142556,0.064620265,0.002202428,2.864111,1.5434
-0.844001033,-1.577796972,0.575283775,-0.554868741,0.934147466,-0.822262539,-1.037341788,0.93693498,-0.79895758,1.38653085,-0.33634036,0.235539247,1.610280896,1.057362153,-0.910971648,1.286017995,0.802393147,1.17587176,0.279134476,0.556195933,3.215561,1.9891
-0.926671768,-0.641992935,0.621846466,-0.243504286,0.031256284,-0.283997735,1.182981124,0.036322786,-0.884269012,0.304837903,-1.019216627,-1.051574904,0.294351743,-0.362604448,-0.55024493,1.104370723,0.326317992,0.637999662,-0.018277617,0.023240929,2.210074,1.242433333
-0.571001357,-0.847011287,0.621287713,-0.322063933,0.382306352,-0.726432736,-0.815705276,0.386073317,-0.33258842,0.629345787,-0.240837259,-0.159175759,0.269522891,-0.362604448,-0.901992674,0.96813527,0.463321886,0.960512181,-0.360071961,0.06683114,4.674165,3.3869
-0.526205282,0.047697503,0.622591469,0.328128919,-0.114629673,-0.108309763,2.09327394,-0.116002349,-0.931664251,0.124555745,-0.57165674,-0.330790979,1.088875005,3.788315175,-0.360783828,1.161135496,0.237317076,0.460677166,-0.135610004,-0.527290905,3.054337,1.9593
-0.708734232,-0.907648445,0.617376447,-0.838176179,0.93411158,-0.353603242,-0.162669126,0.933698018,-0.766457987,1.00021194,-0.362637278,-0.021883583,0.468153706,-0.362604448,-0.203709471,0.400487546,-0.278969718,1.327503919,-0.177696621,0.328916323,2.577815,1.6575
-1.107102903,0.408854902,-0.460456722,0.724120636,-0.965405993,-0.7217657,-1.009637224,-0.95872237,-1.083329019,-0.506431807,-1.259731165,-2.195676371,0.691613374,-0.362604448,-0.876766033,0.707017317,0.882744855,-0.165600334,-0.243249715,-0.799139896,3.235846,2.3439
-0.113833212,-0.447277012,-0.700533956,-0.000160989,-0.351130769,0.886494861,1.182981124,-0.346028186,-0.400837566,0.629345787,1.471924067,0.561608165,-0.847775446,-0.362604448,0.175826264,-0.643984266,-0.938115514,-0.971040487,-0.704161938,0.731550126,0.202367,0.0
-0.561413232,-0.801680596,0.622032716,-0.189853795,0.532103489,-0.430729343,0.391422154,0.536418437,-0.673834147,0.629345787,-0.486497235,-0.656859898,0.344009447,-0.362604448,-0.296553283,1.138429587,0.156465669,0.96090836,-0.108827611,-0.413491004,1.097011,0.6185
-0.335923107,-0.640962692,0.606015151,-0.551994608,0.701640203,-0.129052144,0.411211128,0.705192382,0.145155597,0.629345787,-0.014264989,1.076453826,0.095720927,-0.362604448,-0.183674753,0.048545957,0.293398483,0.959845555,-0.365173369,0.514936554,2.712408,1.7885
0.174282513,-0.57208359,0.614582686,-0.499439025,0.97710524,-0.046912313,0.114376514,0.975870466,0.330403277,0.536629249,-0.339696241,0.870515562,0.244694039,-0.362604448,-0.09376285,0.343722773,0.707389967,0.867606019,-0.278449431,0.205906994,1.163584,0.813
-0.680284561,1.183254206,-0.78211179,0.13013306,-0.059419361,-0.738878165,-0.946312507,-0.054783131,-1.083329019,0.845684376,0.956857971,-1.257513168,0.418496003,-0.362604448,-0.524590719,0.071251866,-0.004873868,-0.971203619,1.433583132,-0.971816683,3.1413666,1.61924
-1.040068025,-1.218929002,2.512105466,-2.106900795,2.360056412,-0.560286259,-0.518870662,2.36277536,-0.998017587,1.116107613,-2.236759775,-0.571052288,-0.227054148,-0.362604448,-0.754053388,1.286017995,0.935417521,1.444147254,-0.049396207,2.264378166,8.562817115,6.1075
-0.985690387,-1.306499655,2.344479778,0.522931296,0.463160828,-0.830974339,-1.092750916,0.466745746,-1.083329019,0.304837903,-2.46005619,-0.776990552,-0.649144631,-0.362604448,-0.984086151,1.9331364,1.6564323,0.647318944,-0.671512926,1.330385901,6.98320025,5.281
-0.714625471,-0.988997501,0.610485169,1.134337863,-0.231724448,-0.695206023,-0.696971431,-0.22964754,-0.462882243,0.157334319,-0.752159709,-0.090529671,0.76609993,-0.362604448,-0.857214414,1.320076858,0.951006616,0.498221812,0.103135896,0.046063331,3.566237,2.5754
-0.380890677,0.335020822,-0.661048794,1.758808672,-1.373446393,-0.830974339,-1.092750916,-1.370657364,0.054156737,-1.317701517,-0.369719615,-0.47952417,1.759254007,0.620151728,0.061180443,-0.144454269,0.635993324,-0.965210448,1.760200786,-0.619214345,1.815476,1.2941
0.836895121,0.489557268,-0.808373148,1.624682445,-1.373770524,-0.023265998,-0.142880151,-1.367497877,1.191642492,-1.317701517,0.051445213,-0.502406199,0.046063224,-0.362604448,0.031820623,-0.405572222,0.396199885,-0.968217324,-0.324107033,-0.543724691,0.263173,0.0
-0.983937786,-1.134792492,0.547159909,-0.684204746,0.822378997,-0.799860767,-1.019531711,0.825394186,-0.514586141,1.38653085,-0.797277691,0.510123599,0.915073041,4.701427213,-0.965273062,1.286017995,0.887446048,1.177058992,-0.246693165,0.400371913,5.621099,4.2487
-0.2549559,1.282353769,-0.780621784,0.13287033,-0.705412423,-0.270930035,-0.558448611,-0.700178201,-1.034579629,0.073046557,1.293911866,0.22981874,0.368838299,-0.362604448,-0.081546559,-0.235277905,-0.216442607,-0.972084683,1.552318406,-0.249729604,0.786302,0.1749
-0.855630941,-0.942168275,0.612347677,-0.605819288,0.863720431,-0.721341424,-0.518870662,0.865285349,-0.431859904,0.747348654,-0.489587124,-0.982928816,0.368838299,-0.362604448,-0.830938282,1.161135496,0.476342876,1.077397283,-0.182798029,0.209862767,5.155437,3.46
-0.809298916,-1.021465765,0.602290135,-0.63310904,1.042139808,-0.805668634,-0.972038173,1.041930914,-0.325005182,0.845684376,-0.479984846,-0.044765612,0.368838299,-0.362604448,-0.914154671,1.138429587,0.609174952,1.175237474,-0.182798029,-0.049572133,4.760739,3.284
-1.048058542,-1.131358349,2.515085478,-2.012054391,2.006105372,-0.624131309,-0.162669126,2.007578997,-0.980955301,0.953853671,-2.397065111,-0.937164757,0.294351743,-0.362604448,-0.686497298,1.717430265,1.108296036,1.282865888,0.034777027,2.206314834,2.130391,0.8904
-0.181136431,-1.007729192,2.510242958,0.195280085,0.272814904,-0.580821217,-0.696971431,0.273735511,0.964145341,0.629345787,-0.353969449,0.578769687,0.393667151,0.392518572,-0.797323491,1.751489129,0.785368926,-0.325115541,-0.012410998,0.502108438,0.150504,0.8537
-1.151584248,-0.033413691,-0.821783203,-2.121271462,1.491014924,-0.830974339,-1.092750916,1.492833177,-1.083329019,1.463794632,-0.253143126,1.602740501,1.585452044,4.701427213,-0.215925762,-0.099042451,0.654882233,1.789161997,1.545686575,-0.005384541,7.518028,6.2078
-0.74839264,-0.906578063,0.62035646,-0.569239408,0.746768077,-0.654475528,-0.578237585,0.735692783,-0.400837566,0.747348654,-0.638104745,-0.067647642,0.492982558,-0.115625698,-0.87027474,0.831899816,0.209897871,1.077451681,-0.001953111,0.230098068,5.493594,3.9088
-0.454453305,-0.904704894,0.62035646,-0.157280283,0.282344355,-0.420275183,-0.439714765,0.25398567,-0.855831868,0.845684376,0.149008153,0.870515562,1.088875005,1.057362153,-0.953871191,0.707017317,-0.415033486,0.102229335,0.064620265,0.506833559,3.56332,2.4206
-1.068644138,-0.187655782,0.629110245,-1.057842092,0.832913254,-0.80633239,-1.027447301,0.835934382,-1.083329019,1.278361555,-0.389350808,0.287023813,1.759254007,4.701427213,-0.863340329,1.161135496,0.678143233,0.96110061,1.873452046,0.147958721,6.784066,4.9312
-0.87431323,-0.983690189,2.490314126,-1.910501677,1.914700432,-0.319467208,0.450789077,1.915753931,-0.79895758,0.845684376,-2.087215925,-0.799872581,-0.028423332,-0.362604448,-0.624357097,1.717430265,0.838840268,1.175397922,0.034777027,1.943797305,3.029389,1.630275
-0.735456133,-0.798427197,0.589997585,-0.708407974,0.999934541,-0.689489462,-0.736549379,1.002620585,-0.364916963,1.24420283,0.342610565,1.579858471,1.386821228,0.685281895,-0.759229238,-0.008218815,0.418528312,1.062036778,-0.078729303,0.439527827,0.03269736,0.0
-0.060182016,0.93427882,-0.637394947,0.767232638,-0.550437294,-0.550952187,-0.499081688,-0.545002964,-0.230214702,0.304837903,0.358733263,-0.776990552,2.255831046,-0.362604448,-0.281160757,0.30966391,0.300826796,-0.968110241,2.234631741,0.117901977,3.536573,2.9119
-0.720071947,-0.466115741,0.629110245,-0.942876754,1.225551644,-0.729632989,-0.716760405,1.227874587,-0.595835124,1.463794632,0.043938209,1.213746002,1.41165008,2.536655242,-0.733896508,0.298310955,0.532734788,0.867444066,1.873452046,0.288122413,4.991937,3.3319
-1.057186887,-1.271471394,2.489196622,-0.597980743,1.305982434,-0.775716635,-0.946312507,1.30808243,-1.083329019,0.629345787,-2.330446606,-1.738035784,0.170207483,-0.362604448,-0.934145952,1.9331364,1.54070354,0.965069538,0.013988789,1.153970021,8.886113,7.2341
-0.761443703,-0.858740207,0.610485169,0.195722259,0.239790943,-0.566748308,-0.578237585,0.241402134,-0.558335593,0.429648628,-0.229366009,0.149731637,1.312334672,-0.362604448,-0.683076736,1.320076858,0.689388603,0.764630095,0.234497155,0.139713041,4.87339,3.7604
-0.756151535,-0.585329571,2.490314126,-0.421426832,0.254686721,-0.162121427,0.450789077,0.258809478,-0.717708597,0.304837903,-0.8476527,-0.142014237,0.145378631,-0.362604448,-0.504230233,1.717430265,0.182026908,0.637962559,0.034777027,0.074529683,0.448588,0.0
-0.786237284,-1.873133292,0.468934589,-2.044627904,1.356384803,-0.830974339,-1.092750916,1.35835468,0.054156737,1.927377323,-0.54133085,2.14046819,0.319180595,0.32222958,-0.953871191,-0.802925629,1.029638962,1.175799847,2.407952081,1.414661935,2.412052,1.5221
0.153788259,0.771157015,-0.620446128,1.116918872,-0.821775448,-0.381694353,-0.499081688,-0.815855614,0.054156737,-0.23600857,0.26815387,-0.571052288,1.039217301,-0.362604448,-0.364964514,-0.280689723,0.465346471,-0.968891455,-0.408790408,-1.26079098,0.768244,0.0
-1.024397786,-0.984548725,0.461484558,0.645081967,0.00704775,-0.830974339,-1.092750916,0.011567784,-1.083329019,0.710472758,-0.876967043,-0.159175759,1.908227119,0.685281895,-0.958218154,1.286017995,0.928881972,0.642957533,0.135784908,0.017572493,5.11960564,3.668
1.564934566,-0.265954248,-0.707797736,0.364853957,-0.219183525,-0.05437957,0.114376514,-0.223488085,0.509151039,0.304837903,1.413047459,1.053571796,1.560623192,-0.362604448,0.501862787,-0.598572448,0.016008353,-0.970634995,-0.325382385,1.138525516,1.690955,1.0256
-0.875085901,-0.821255213,0.606015151,-0.606603143,0.755243366,-0.762648934,-0.855283225,0.758371112,-0.742083292,1.116107613,-0.219496589,0.269862291,1.386821228,0.685281895,-0.888310428,1.104370723,0.563015415,0.96044006,-0.078729303,0.285392359,4.89226033,3.7485
-0.975467106,-0.855253231,0.615327689,-1.011855957,1.234851888,-0.65549379,-0.162669126,1.237609253,-0.980955301,1.602869439,0.049903619,0.801869473,1.386821228,0.685281895,-0.686497298,0.366428682,0.17917879,1.281955366,-0.078729303,0.325297171,2.45256,1.4217
-0.864795466,-0.605934431,0.621846466,-0.27224562,0.029149432,-0.063091371,1.182981124,0.033918676,-0.79895758,0.304837903,-0.82425325,-1.005810845,0.269522891,-0.362604448,-0.478983232,1.104370723,0.242637752,0.637919605,-0.018277617,0.076935477,2.17118775,0.97065
-0.365998158,-1.042070624,0.609926417,-0.942876754,0.225329714,-0.507393186,-0.578237585,0.203203176,0.167905312,0.845684376,-0.516605178,0.321346857,1.262676968,0.32222958,-0.720132819,0.831899816,0.325070343,0.103687356,2.771172339,0.725907317,3.286065,2.3983
-0.514289849,-0.577970693,0.608995163,-0.322885114,0.547967386,0.076564122,0.529944974,0.555777796,-0.498336345,0.536629249,-0.366410551,-1.429128388,0.492982558,-0.362604448,-0.134565262,1.206547314,-0.090743771,0.868391723,-0.241464222,-0.340731404,2.878711,0.0
1.424285242,0.452640228,-0.672782592,2.013888014,-1.16565817,-0.266262999,-0.558448611,-1.162910255,1.049456773,-1.317701517,-0.150044161,-0.593934317,0.443324855,-0.362604448,0.608826596,0.264252092,0.737480553,-0.966273607,-0.043529587,0.44612821,1.791284,1.4027
-0.637667021,-0.958277529,0.621287713,0.063069947,0.369713863,-0.600236086,-0.340769894,0.367655638,-0.912706155,0.629345787,-0.595150234,-1.463451432,0.269522891,-0.362604448,-0.626295415,1.206547314,0.289689037,0.961745898,-0.177696621,-0.103038887,4.418965,3.0489
-0.93124471,-1.26809969,2.509684206,-1.752859813,2.174152556,-0.637843909,-0.578237585,2.160422968,-1.021284341,1.042355821,-2.397603213,-1.53209752,-0.673973483,-0.362604448,-0.855348653,1.819606856,1.062980648,1.371861837,-0.178206761,2.019724059,7.939529,6.2842
-0.087647086,-0.764591849,0.619983958,-0.368050068,0.609554589,-0.472545984,-0.499081688,0.628891743,-0.264339275,0.629345787,-0.04824076,0.710341356,0.046063224,-0.362604448,-0.42311406,0.74107618,-0.178905866,0.960238168,-0.3218114,0.189840469,3.246894,2.3785
-0.829103915,-0.760470877,0.547159909,-1.424294104,1.374840011,-0.613023764,-0.241825023,1.376853669,-0.230214702,1.521742468,-0.547978285,1.642784052,0.915073041,4.701427213,-0.830374667,0.343722773,0.877094811,1.443879438,-0.27500598,0.252223772,5.702686,4.3718
-0.813826642,-0.753602591,0.590556337,-0.923715865,1.123253588,-0.345602609,0.450789077,1.125645677,-0.79895758,1.38653085,0.133617486,0.93916165,1.386821228,0.685281895,-0.624357097,0.457252318,-0.009493465,1.174503236,-0.078729303,0.148202787,1.53331774,1.58755
-0.887148479,-1.131358349,2.490314126,-1.903658502,2.209127132,-0.375471638,0.450789077,2.209512937,-0.839582071,1.00021194,-2.031152079,-0.662580405,-0.028423332,-0.362604448,-0.663042019,1.694724356,0.951795374,1.329297306,-0.101558105,1.700219307,2.574328,2.6073
-0.708040481,-0.805426934,0.615327689,-0.464725465,0.647672394,-0.335419985,-0.162669126,0.637508612,-0.835150308,0.747348654,-0.461607497,-0.82275461,0.468153706,-0.362604448,-0.372738517,0.831899816,-0.251694295,1.077173891,-0.214681829,0.043720296,1.086895,0.5357
0.279138886,0.027665,-0.722697797,2.412674028,-1.594179597,-0.577087588,-0.716760405,-1.586753311,0.622899614,-1.317701517,-0.781493811,-0.616816346,-0.276711852,-0.362604448,-0.594997277,0.025840048,1.226799216,-0.965881783,-0.162137326,-0.647501609,0.374201,0.0295
-0.790757755,-0.562149104,0.614955187,-0.274640731,0.12537582,-0.222392862,0.450789077,0.130241953,-0.784739008,0.304837903,-0.838079674,-1.000090338,0.294351743,-0.362604448,-0.459029956,1.104370723,0.064597231,0.637905793,-0.210855773,-0.115632699,1.5491535,0.3525
1.125713868,-0.363827331,-0.717855277,0.271444621,-0.136246508,-0.29893225,-0.499081688,-0.131643649,0.622899614,0.304837903,0.79217056,0.870515562,0.468153706,-0.362604448,0.436302024,-0.950514037,0.49229925,-0.970875531,-0.440419138,1.338806182,1.101775,0.217
-0.318458451,-0.439623779,0.62035646,-0.717051985,0.666425686,-0.020243537,0.411211128,0.670287955,0.184155109,0.536629249,-0.405099408,1.053571796,0.492982558,-0.115625698,-0.118195432,0.048545957,0.169130501,0.86757561,-0.001953111,0.491882765,3.322622,2.1542
-0.466265198,-0.921188782,0.619238955,-0.146741794,0.481976632,-0.527803689,0.272688308,0.469711968,-0.639709574,0.629345787,-0.738718282,-0.416598589,0.269522891,-0.362604448,-0.655712244,1.138429587,0.319677674,0.961101773,-0.274623375,-0.526249556,5.661697,4.0487
0.022844561,-1.021465765,-0.780808035,-1.785955895,0.306524527,-0.606956617,-0.736549379,0.310107857,2.329128248,0.845684376,-0.163219591,1.865883838,1.436478932,-0.362604448,-0.645450559,-0.55316063,1.044312599,-0.968232358,5.423904557,2.3552928,2.112264,1.9058
-0.756340016,-0.87286102,0.626130233,-0.715558928,0.71724269,-0.830974339,-1.092750916,0.720479532,-0.462882243,0.747348654,0.272081477,1.351038178,1.163361561,0.135867024,-0.686808258,0.196134365,0.51321724,1.077149973,0.410240664,0.343522255,4.135094,2.7065
-0.5941976,-0.797265269,0.621287713,-0.101166249,0.290943087,-0.462411849,0.450789077,0.294855349,-0.863956766,0.536629249,-0.078999208,-1.514935998,0.145378631,-0.362604448,-0.700912521,1.104370723,0.184455137,0.868749014,-0.210855773,0.048170541,2.553776,1.6472
0.521991036,1.348093082,-0.804648133,0.503770407,-0.89113948,0.264223412,-0.222036048,-0.884700349,0.281653888,-1.317701517,0.618456232,0.046762505,-0.723631187,0.135867024,1.225596597,-0.939161083,-1.091265338,-0.971679406,-0.023123955,-0.361651358,1.07095854,0.439
0.158824039,-0.669220785,-0.706680231,0.399754149,-0.533354433,-0.126918642,0.450789077,-0.528815062,-0.742083292,0.536629249,0.778229241,0.000998446,0.046063224,-0.362604448,-0.394772264,-0.201219042,-0.193147539,-0.970249062,-0.256513376,0.482008547,2.122043,0.0
0.044008324,-0.260803033,0.608995163,-0.418347403,0.468873636,0.214441696,0.529944974,0.476265415,0.281653888,0.304837903,-0.25311866,0.595931209,0.443324855,-0.362604448,0.156671119,0.139369593,-0.054430333,0.637575846,-0.241464222,0.176880558,2.084389,1.1648
2.066149069,0.668132718,-0.748027901,1.327688657,-0.358592264,-0.557174901,-0.657393482,-0.350559355,1.191642492,-1.317701517,-0.656239472,-0.708344464,-1.269865929,-0.362604448,-0.492095384,-0.791572674,1.241803764,-0.970005202,-0.668834687,-1.160235735,1.34669427,0.0
-0.995581947,-1.296197225,2.510242958,-2.16797613,2.415786684,-0.718032071,-0.696971431,2.414115606,-0.65677186,1.116107613,-2.253556674,-0.044765612,-0.251883,-0.362604448,-0.884462296,1.717430265,1.384022002,1.444184446,0.034777027,2.492457965,6.66481,4.9375
-0.431449844,-0.399885835,0.600241377,-0.43271807,0.265521957,-0.14025303,-0.142880151,0.269473434,-0.230214702,0.304837903,-0.061477336,0.984925708,0.468153706,-0.362604448,-0.074216784,0.389134591,0.451097678,0.637557275,-0.12668254,0.226670048,3.528843,1.8152
0.056214994,-0.595632001,-0.732382837,0.436707293,-0.384085166,-0.494947757,-0.736549379,-0.379108216,0.622899614,0.304837903,1.732924732,1.62562253,-0.624315779,-0.362604448,-0.435941166,-0.9845729,0.235555673,-0.970012884,-0.2399338,0.949130199,1.525113638,1.1323
-0.555330083,-0.666277234,-0.716365271,0.535249011,-0.881804508,-0.699763959,-0.855283225,-0.875666084,-0.595835124,0.073046557,-0.03245518,-0.13629373,0.170207483,-0.362604448,-0.784960605,0.128016638,0.674550579,-0.970207264,-0.427410548,0.458954757,3.129,2.50975
0.32044241,-0.410188265,0.612347677,-0.159675394,0.506310766,-0.308266322,-0.518870662,0.512366874,-0.144903271,0.304837903,-0.258697054,-0.387996053,-0.053252184,-0.362604448,0.186601033,0.672958453,0.170108365,0.638143555,-0.282020417,0.510543364,2.92337,1.8236
-0.778406277,-1.224080217,2.510242958,-1.237475431,1.714022833,-0.644292904,-0.696971431,1.711593477,-0.230214702,1.116107613,-0.686100395,1.923088912,-0.078081036,-0.362604448,-0.818188917,0.502664136,0.80177263,1.443556266,-0.012410998,1.199395609,2.500783,1.44165
-0.886027643,-0.577087627,0.629110245,-0.928506087,0.974639529,-0.509135546,0.529944974,0.978995434,-0.878581583,1.278361555,-0.213644677,-0.365114023,1.41165008,2.536655242,-0.575329048,1.104370723,0.226596562,0.959414995,1.873452046,0.316364351,3.21575,2.1145
-0.662818721,-0.554422282,0.468934589,-1.948823456,0.733891237,-0.793015781,-0.972038173,0.736945059,0.054156737,1.38653085,-0.624802381,0.716061863,0.666784522,4.701427213,-0.953871191,1.138429587,1.159429574,0.641881551,2.738013186,0.326859194,4.81605,4.2031
-0.708916638,-0.666956515,0.606015151,-0.637776436,0.890396639,-0.380354076,0.411211128,0.893596821,-0.663334278,1.178512975,-0.16680595,-0.021883583,1.436478932,0.685281895,-0.482579207,1.206547314,0.360804004,1.010011835,-0.078729303,0.220277393,4.22151351,3.7524
-0.147431862,-0.91706781,0.606015151,-0.304819132,0.664008595,-0.651760162,-0.855283225,0.666540559,0.281653888,0.629345787,0.245845392,1.79723775,-0.748460038,-0.362604448,-0.785693582,-0.076336542,0.461523071,0.960991386,-0.295029007,0.479791031,2.550319306,1.397325
-0.682868796,-0.793095238,2.508752952,-1.702127003,1.74813762,-0.052512756,0.529944974,1.753344421,-0.571460429,0.845684376,-1.568769041,-0.090529671,0.443324855,-0.362604448,-0.255221498,1.717430265,0.452394003,1.174972464,0.034777027,1.502525742,3.324956,2.3334
-0.876193255,-1.131358349,2.519741747,-1.682966113,1.832452194,-0.688474177,-0.499081688,1.840449978,-1.026454731,0.845684376,-2.38045839,-1.635066652,-0.251883,-0.362604448,-0.785408535,1.717430265,1.112953026,1.175986866,0.034777027,1.753425723,9.449939,7.0392
-0.615834975,-0.693505084,-0.705003974,0.361261291,-0.755053084,-0.594822324,-0.340769894,-0.756153191,-0.912706155,0.304837903,-0.057615888,-1.028692875,-0.500171519,-0.362604448,-0.497938843,0.128016638,0.228050886,-0.970559496,-0.511583782,0.567288739,3.761742,2.77
-0.747577947,-0.767682578,0.589997585,-0.577861809,0.843633887,-0.690403219,-0.736549379,0.846604794,-0.400837566,1.116107613,0.246215106,0.184054681,1.386821228,0.685281895,-0.765768811,1.161135496,0.46914264,0.960541496,-0.078729303,0.385923198,4.68248892,3.7392
-0.141920777,1.600846026,-0.597164782,-0.155364194,0.089810547,0.46086119,2.330741632,0.093591345,-0.605585001,1.278361555,2.387084665,0.630254253,-0.549829223,0.685281895,-0.094740153,-1.677103124,-0.86023473,-0.970321672,-0.756961512,-0.242156581,2.100935,1.1247
-0.736779294,1.526668532,-0.821783203,-0.339308734,0.382209113,-0.830974339,-1.092750916,0.386363543,-1.083329019,1.927377323,2.509430741,1.556976442,-1.66712756,-0.362604448,-0.809637513,-1.688456078,-0.436692831,-0.969814028,-0.78705982,-0.354329374,2.985237,2.614375
-0.298134617,-0.795499138,0.621287713,-0.192727929,0.521164068,-0.211565338,0.450789077,0.508745092,-0.776207865,0.629345787,-0.290606707,-1.271242386,0.269522891,-0.362604448,-0.386171996,1.206547314,-0.18446432,0.960832391,-0.274623375,-0.079608538,2.544461,1.0457
-0.819766784,-1.028334051,2.515085478,-1.963194123,2.048495628,-0.392272967,-0.162669126,2.050346836,-0.827394724,1.116107613,-1.593659922,1.030689767,0.468153706,-0.362604448,-0.313656091,0.979488224,0.391947049,1.443357737,0.030950971,1.867984263,2.828631,1.307323077
-0.488867014,-0.703411266,0.595771359,-0.732843927,0.971441853,-0.572492353,-0.499081688,0.974188424,-0.29583888,1.178512975,-0.153596855,1.236628031,1.386821228,0.685281895,-0.574145008,0.025840048,0.555295526,1.009536923,-0.078729303,0.453567064,1.20928278,0.0
-0.00562432,-0.437661411,0.600241377,-0.39200118,0.568584432,-0.115362172,-0.142880151,0.572151613,0.622899614,0.304837903,-0.491758543,0.91627962,-0.00359448,-0.362604448,-0.07991772,0.298310955,0.715591298,0.637632469,-0.157290988,0.206290526,0.940257,0.0
-0.307251845,-0.531527993,0.621287713,-0.249891249,0.389664126,-0.0842486,0.411211128,0.393826522,-0.400837566,0.485120061,-0.063716284,-0.456642141,0.095720927,-0.362604448,-0.207238621,0.96813527,0.130911115,0.817195765,-0.365173369,0.267551125,2.375494,2.1783
0.816919862,-0.219593314,-0.707052733,0.199591285,-0.234701297,-0.14025303,-0.162669126,-0.228811701,0.025719593,0.304837903,1.07313234,0.435757004,-0.276711852,-0.362604448,0.692844139,-0.609925403,-0.354600393,-0.971015504,-0.440419138,1.061669092,0.258892,0.0
-0.884960775,-0.881156483,2.521604255,-1.259031432,1.275768795,-0.182389697,1.182981124,1.277994296,-0.839582071,0.536629249,-1.915923388,-0.84563664,0.095720927,-0.362604448,-0.576062026,1.774195038,0.921591383,0.869657004,0.227355184,1.694780119,3.497624,1.1107
-0.76802121,-1.011163335,0.62035646,0.934890421,-0.198876719,-0.625624761,-0.439714765,-0.210217988,-0.969580443,0.304837903,-1.077487819,-1.028692875,0.567469114,-0.362604448,-0.988646899,1.320076858,0.520739707,0.643782889,0.08655632,-0.027085507,5.259066,4.0577
-0.356638362,0.70247415,-0.710032745,1.01153398,-0.924362907,1.101800783,1.519393687,-0.923180789,0.054156737,-1.317701517,0.575254633,-0.616816346,-0.251883,-0.362604448,0.018708471,-0.416925177,0.516417521,-0.970213456,0.716197616,-1.825560005,1.790339,0.9948
-1.071624986,-1.299631369,0.609926417,-1.01473009,1.26091202,-0.009576026,1.519393687,1.26315721,-1.083329019,1.38653085,-0.00525923,1.396802237,1.088875005,1.057362153,-0.605258961,0.434546409,0.616484507,1.174354136,0.862608029,-0.123394002,8.65488,7.0754
-0.498906889,-1.099306345,0.622032716,-0.732106969,0.949222258,-0.358048038,0.450789077,0.951609302,-0.325005182,0.845684376,0.014353817,0.647415775,0.344009447,-0.063392594,-0.209138933,0.457252318,-0.143879284,1.17452307,-0.108827611,0.438804193,3.115245,1.7429
-0.580641281,-0.56178116,0.617376447,-0.532286264,0.496569472,-0.051179317,0.529944974,0.499421837,-0.547085734,0.536629249,-0.553218494,-0.879959684,0.443324855,-0.362604448,-0.140184756,1.104370723,-0.156423047,0.867666411,-0.177696621,0.077249277,2.05125,1.2848
-0.030534643,-0.496041846,0.629110245,-0.334518511,0.492818813,-0.796127138,-1.037341788,0.49645846,0.054156737,0.845684376,0.381384535,1.351038178,1.883398267,2.536655242,-0.658562712,0.377781637,0.592904308,0.638235181,1.873452046,0.073762618,3.950366,3.0086
